LGD-Nummer;Name;Datum;Abstich [m];Hinweis;Wasserstand [m über NHN2016];Flurabstand [m];Geländeoberkante [m über NHN2016];Messpunkthöhe [m über NHN2016];Wasserwirtschaftsjahr
110060155;VI/15 MS - WERSE   ;2020-01-29;1,65;;52,36;1,31;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-01-30;1,63;;52,38;1,29;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-01-31;1,63;;52,38;1,29;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-01;1,60;;52,41;1,26;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-02;1,60;;52,41;1,26;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-03;1,52;;52,49;1,18;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-04;1,52;;52,49;1,18;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-05;1,56;;52,45;1,22;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-06;1,53;;52,48;1,19;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-07;1,53;;52,48;1,19;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-08;1,53;;52,48;1,19;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-09;1,52;;52,49;1,18;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-10;1,35;;52,66;1,01;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-11;1,32;;52,69;0,98;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-12;1,37;;52,64;1,03;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-13;1,37;;52,64;1,03;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-14;1,33;;52,68;0,99;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-15;1,34;;52,67;1,00;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-16;1,33;;52,68;0,99;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-17;1,27;;52,74;0,93;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-18;1,17;;52,84;0,83;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-19;1,12;;52,89;0,78;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-20;1,20;;52,81;0,86;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-21;1,20;;52,81;0,86;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-22;1,21;;52,80;0,87;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-23;1,11;;52,90;0,77;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-24;1,03;;52,98;0,69;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-25;1,00;;53,01;0,66;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-26;0,89;;53,12;0,55;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-27;1,01;;53,00;0,67;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-28;1,03;;52,98;0,69;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-02-29;0,96;;53,05;0,62;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-01;1,05;;52,96;0,71;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-02;1,10;;52,91;0,76;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-03;1,09;;52,92;0,75;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-04;1,15;;52,86;0,81;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-05;1,15;;52,86;0,81;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-06;1,03;;52,98;0,69;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-07;1,12;;52,89;0,78;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-08;1,15;;52,86;0,81;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-09;1,12;;52,89;0,78;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-10;1,00;;53,01;0,66;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-11;0,91;;53,10;0,57;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-12;0,86;;53,15;0,52;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-13;1,02;;52,99;0,68;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-14;1,00;;53,01;0,66;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-15;1,05;;52,96;0,71;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-16;1,11;;52,90;0,77;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-17;1,17;;52,84;0,83;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-18;1,20;;52,81;0,86;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-19;1,22;;52,79;0,88;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-20;1,24;;52,77;0,90;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-21;1,27;;52,74;0,93;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-22;1,30;;52,71;0,96;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-23;1,32;;52,69;0,98;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-24;1,34;;52,67;1,00;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-25;1,35;;52,66;1,01;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-26;1,36;;52,65;1,02;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-27;1,37;;52,64;1,03;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-28;1,39;;52,62;1,05;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-29;1,40;;52,61;1,06;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-30;1,41;;52,60;1,07;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-03-31;1,42;;52,59;1,08;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-01;1,42;;52,59;1,08;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-02;1,42;;52,59;1,08;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-03;1,44;;52,57;1,10;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-04;1,46;;52,55;1,12;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-05;1,47;;52,54;1,13;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-06;1,47;;52,54;1,13;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-07;1,50;;52,51;1,16;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-08;1,49;;52,52;1,15;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-09;1,51;;52,50;1,17;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-10;1,52;;52,49;1,18;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-11;1,53;;52,48;1,19;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-12;1,53;;52,48;1,19;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-13;1,55;;52,46;1,21;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-14;1,56;;52,45;1,22;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-15;1,57;;52,44;1,23;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-16;1,57;;52,44;1,23;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-17;1,59;;52,42;1,25;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-18;1,60;;52,41;1,26;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-19;1,61;;52,40;1,27;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-20;1,63;;52,38;1,29;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-21;1,64;;52,37;1,30;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-22;1,65;;52,36;1,31;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-23;1,67;;52,34;1,33;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-24;1,67;;52,34;1,33;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-25;1,69;;52,32;1,35;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-26;1,70;;52,31;1,36;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-27;1,71;;52,30;1,37;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-28;1,72;;52,29;1,38;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-29;1,73;;52,28;1,39;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-04-30;1,73;;52,28;1,39;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-01;1,74;;52,27;1,40;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-02;1,75;;52,26;1,41;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-03;1,76;;52,25;1,42;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-04;1,76;;52,25;1,42;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-05;1,77;;52,24;1,43;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-06;1,79;;52,22;1,45;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-07;1,80;;52,21;1,46;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-08;1,81;;52,20;1,47;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-09;1,82;;52,19;1,48;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-10;1,83;;52,18;1,49;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-11;1,85;;52,16;1,51;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-12;1,87;;52,14;1,53;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-13;1,87;;52,14;1,53;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-14;1,89;;52,12;1,55;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-15;1,90;;52,11;1,56;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-16;1,91;;52,10;1,57;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-17;1,92;;52,09;1,58;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-18;1,93;;52,08;1,59;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-19;1,94;;52,07;1,60;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-20;1,96;;52,05;1,62;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-21;1,97;;52,04;1,63;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-22;1,97;;52,04;1,63;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-23;1,99;;52,02;1,65;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-24;2,01;;52,00;1,67;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-25;2,02;;51,99;1,68;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-26;2,03;;51,98;1,69;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-27;2,04;;51,97;1,70;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-28;2,05;;51,96;1,71;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-29;2,06;;51,95;1,72;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-30;2,07;;51,94;1,73;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-05-31;2,09;;51,92;1,75;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-01;2,10;;51,91;1,76;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-02;2,11;;51,90;1,77;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-03;2,12;;51,89;1,78;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-04;2,13;;51,88;1,79;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-05;2,14;;51,87;1,80;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-06;2,14;;51,87;1,80;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-07;2,15;;51,86;1,81;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-08;2,17;;51,84;1,83;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-09;2,17;;51,84;1,83;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-10;2,18;;51,83;1,84;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-11;2,18;;51,83;1,84;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-12;2,18;;51,83;1,84;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-13;2,20;;51,81;1,86;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-14;2,21;;51,80;1,87;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-15;2,04;;51,97;1,70;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-16;2,08;;51,93;1,74;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-17;1,91;;52,10;1,57;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-18;1,80;;52,21;1,46;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-19;1,88;;52,13;1,54;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-20;1,92;;52,09;1,58;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-21;1,94;;52,07;1,60;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-22;1,97;;52,04;1,63;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-23;1,98;;52,03;1,64;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-24;2,01;;52,00;1,67;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-25;2,03;;51,98;1,69;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-26;2,04;;51,97;1,70;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-27;2,07;;51,94;1,73;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-28;2,09;;51,92;1,75;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-29;2,11;;51,90;1,77;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-06-30;2,12;;51,89;1,78;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-01;2,13;;51,88;1,79;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-02;2,12;;51,89;1,78;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-03;2,14;;51,87;1,80;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-04;2,15;;51,86;1,81;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-05;2,15;;51,86;1,81;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-06;2,17;;51,84;1,83;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-07;2,18;;51,83;1,84;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-08;2,18;;51,83;1,84;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-09;2,18;;51,83;1,84;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-10;2,18;;51,83;1,84;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-11;2,21;;51,80;1,87;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-12;2,21;;51,80;1,87;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-13;2,22;;51,79;1,88;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-14;;nicht gemessen;;;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-15;2,23;;51,78;1,89;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-16;2,24;;51,77;1,90;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-17;2,25;;51,76;1,91;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-18;2,26;;51,75;1,92;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-19;2,26;;51,75;1,92;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-20;2,28;;51,73;1,94;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-21;2,29;;51,72;1,95;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-22;2,30;;51,71;1,96;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-23;2,30;;51,71;1,96;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-24;2,31;;51,70;1,97;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-25;2,32;;51,69;1,98;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-26;2,32;;51,69;1,98;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-27;2,34;;51,67;2,00;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-28;2,34;;51,67;2,00;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-29;2,36;;51,65;2,02;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-30;2,36;;51,65;2,02;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-07-31;2,36;;51,65;2,02;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-01;2,37;;51,64;2,03;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-02;2,38;;51,63;2,04;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-03;2,39;;51,62;2,05;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-04;2,40;;51,61;2,06;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-05;2,41;;51,60;2,07;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-06;2,43;;51,58;2,09;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-07;2,44;;51,57;2,10;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-08;2,45;;51,56;2,11;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-09;2,46;;51,55;2,12;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-10;2,46;;51,55;2,12;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-11;2,47;;51,54;2,13;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-12;2,48;;51,53;2,14;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-13;2,49;;51,52;2,15;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-14;2,50;;51,51;2,16;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-15;2,51;;51,50;2,17;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-16;2,51;;51,50;2,17;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-17;2,52;;51,49;2,18;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-18;2,52;;51,49;2,18;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-19;2,53;;51,48;2,19;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-20;2,54;;51,47;2,20;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-21;2,55;;51,46;2,21;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-22;2,55;;51,46;2,21;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-23;2,56;;51,45;2,22;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-24;2,56;;51,45;2,22;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-25;2,56;;51,45;2,22;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-26;2,56;;51,45;2,22;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-27;2,57;;51,44;2,23;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-28;2,56;;51,45;2,22;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-29;2,58;;51,43;2,24;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-30;2,58;;51,43;2,24;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-08-31;2,60;;51,41;2,26;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-09-01;2,60;;51,41;2,26;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-09-02;2,60;;51,41;2,26;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-09-03;2,61;;51,40;2,27;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-09-04;2,61;;51,40;2,27;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-09-05;2,60;;51,41;2,26;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-09-06;2,61;;51,40;2,27;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-09-07;2,62;;51,39;2,28;53,67;54,01;2020
110060155;VI/15 MS - WERSE   ;2020-09-09;2,61;;51,73;1,94;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-10;2,63;;51,71;1,96;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-11;2,63;;51,71;1,96;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-12;2,64;;51,70;1,97;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-13;2,65;;51,69;1,98;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-14;2,65;;51,69;1,98;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-15;2,65;;51,69;1,98;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-16;2,66;;51,68;1,99;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-17;2,68;;51,66;2,01;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-18;2,68;;51,66;2,01;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-19;2,68;;51,66;2,01;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-20;2,69;;51,65;2,02;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-21;2,70;;51,64;2,03;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-22;2,70;;51,64;2,03;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-23;2,70;;51,64;2,03;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-24;2,71;;51,63;2,04;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-25;2,71;;51,63;2,04;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-26;2,72;;51,62;2,05;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-27;2,70;;51,64;2,03;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-28;2,70;;51,64;2,03;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-29;2,70;;51,64;2,03;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-09-30;2,69;;51,65;2,02;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-01;2,68;;51,66;2,01;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-02;2,68;;51,66;2,01;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-03;2,68;;51,66;2,01;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-04;2,68;;51,66;2,01;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-05;2,70;;51,64;2,03;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-06;2,70;;51,64;2,03;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-07;2,71;;51,63;2,04;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-08;2,70;;51,64;2,03;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-09;2,70;;51,64;2,03;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-10;2,69;;51,65;2,02;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-11;2,69;;51,65;2,02;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-12;2,69;;51,65;2,02;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-13;2,68;;51,66;2,01;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-14;2,69;;51,65;2,02;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-15;2,69;;51,65;2,02;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-16;2,70;;51,64;2,03;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-17;2,70;;51,64;2,03;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-18;2,70;;51,64;2,03;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-19;2,70;;51,64;2,03;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-20;2,69;;51,65;2,02;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-21;2,69;;51,65;2,02;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-22;2,70;;51,64;2,03;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-23;2,70;;51,64;2,03;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-24;2,69;;51,65;2,02;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-25;2,68;;51,66;2,01;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-26;2,68;;51,66;2,01;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-27;2,68;;51,66;2,01;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-28;2,69;;51,65;2,02;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-29;2,68;;51,66;2,01;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-30;2,67;;51,67;2,00;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-10-31;2,65;;51,69;1,98;53,67;54,34;2020
110060155;VI/15 MS - WERSE   ;2020-11-01;2,64;;51,70;1,97;53,67;54,34;2021
