LGD-Nummer;Name;Datum;Abstich [m];Hinweis;Wasserstand [m über NHN2016];Flurabstand [m];Geländeoberkante [m über NHN2016];Messpunkthöhe [m über NHN2016];Wasserwirtschaftsjahr
110060143;VI/14 - HANDORF -  ;1980-02-04;1,64;;50,68;1,44;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-02-11;1,67;;50,65;1,47;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-02-18;1,84;;50,48;1,64;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-02-25;1,91;;50,41;1,71;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-03-03;1,95;;50,37;1,75;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-03-10;2,09;;50,23;1,89;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-03-17;1,95;;50,37;1,75;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-03-24;1,54;;50,78;1,34;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-03-31;1,23;;51,09;1,03;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-04-07;1,37;;50,95;1,17;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-04-14;1,44;;50,88;1,24;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-04-21;1,50;;50,82;1,30;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-04-28;1,54;;50,78;1,34;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-05-05;1,69;;50,63;1,49;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-05-12;1,84;;50,48;1,64;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-05-19;1,92;;50,40;1,72;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-05-26;2,14;;50,18;1,94;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-06-02;2,17;;50,15;1,97;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-06-09;2,33;;49,99;2,13;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-06-16;2,32;;50,00;2,12;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-06-23;2,49;;49,83;2,29;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-06-30;2,34;;49,98;2,14;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-07-07;2,14;;50,18;1,94;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-07-14;1,58;;50,74;1,38;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-07-21;1,38;;50,94;1,18;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-07-28;1,63;;50,69;1,43;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-08-04;1,76;;50,56;1,56;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-08-11;1,82;;50,50;1,62;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-08-18;1,90;;50,42;1,70;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-08-25;2,09;;50,23;1,89;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-09-01;2,18;;50,14;1,98;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-09-08;2,27;;50,05;2,07;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-09-15;1,99;;50,33;1,79;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-09-22;1,97;;50,35;1,77;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-09-29;2,11;;50,21;1,91;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-10-06;2,09;;50,23;1,89;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-10-13;2,06;;50,26;1,86;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-10-20;2,14;;50,18;1,94;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-10-27;2,09;;50,23;1,89;52,12;52,32;1980
110060143;VI/14 - HANDORF -  ;1980-11-03;1,96;;50,36;1,76;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1980-11-10;1,98;;50,34;1,78;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1980-11-17;1,57;;50,75;1,37;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1980-11-24;1,33;;50,99;1,13;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1980-12-01;1,51;;50,81;1,31;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1980-12-08;1,39;;50,93;1,19;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1980-12-15;1,05;;51,27;0,85;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1980-12-22;1,11;;51,21;0,91;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1980-12-29;1,24;;51,08;1,04;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-01-05;1,11;;51,21;0,91;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-01-12;1,14;;51,18;0,94;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-01-19;0,96;;51,36;0,76;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-01-26;1,13;;51,19;0,93;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-02-02;1,22;;51,10;1,02;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-02-09;1,17;;51,15;0,97;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-02-16;1,34;;50,98;1,14;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-02-23;1,31;;51,01;1,11;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-03-02;1,26;;51,06;1,06;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-03-09;1,29;;51,03;1,09;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-03-16;0,91;;51,41;0,71;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-03-23;1,23;;51,09;1,03;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-03-30;1,28;;51,04;1,08;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-04-06;1,43;;50,89;1,23;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-04-13;1,58;;50,74;1,38;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-04-20;1,74;;50,58;1,54;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-04-27;1,86;;50,46;1,66;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-05-04;1,82;;50,50;1,62;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-05-11;1,91;;50,41;1,71;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-05-18;2,04;;50,28;1,84;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-05-25;2,14;;50,18;1,94;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-06-01;2,23;;50,09;2,03;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-06-08;2,21;;50,11;2,01;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-06-15;2,33;;49,99;2,13;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-06-22;2,46;;49,86;2,26;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-06-29;1,89;;50,43;1,69;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-07-06;1,47;;50,85;1,27;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-07-13;1,71;;50,61;1,51;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-07-20;1,89;;50,43;1,69;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-07-27;1,82;;50,50;1,62;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-08-03;1,98;;50,34;1,78;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-08-10;2,02;;50,30;1,82;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-08-17;2,11;;50,21;1,91;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-08-24;2,18;;50,14;1,98;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-08-31;2,21;;50,11;2,01;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-09-07;2,47;;49,85;2,27;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-09-14;2,55;;49,77;2,35;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-09-21;2,53;;49,79;2,33;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-09-28;2,38;;49,94;2,18;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-10-05;2,32;;50,00;2,12;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-10-12;1,91;;50,41;1,71;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-10-19;1,72;;50,60;1,52;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-10-26;1,51;;50,81;1,31;52,12;52,32;1981
110060143;VI/14 - HANDORF -  ;1981-11-02;1,33;;50,99;1,13;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1981-11-09;1,45;;50,87;1,25;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1981-11-16;1,31;;51,01;1,11;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1981-11-23;1,23;;51,09;1,03;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1981-11-30;0,97;;51,35;0,77;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1981-12-07;0,94;;51,38;0,74;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1981-12-14;1,11;;51,21;0,91;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1981-12-21;1,01;;51,31;0,81;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1981-12-28;0,98;;51,34;0,78;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-01-04;0,99;;51,33;0,79;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-01-11;1,43;;50,89;1,23;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-01-18;1,56;;50,76;1,36;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-01-25;1,74;;50,58;1,54;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-02-01;1,19;;51,13;0,99;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-02-08;1,27;;51,05;1,07;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-02-15;1,31;;51,01;1,11;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-02-22;1,39;;50,93;1,19;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-03-01;1,58;;50,74;1,38;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-03-08;1,49;;50,83;1,29;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-03-15;1,13;;51,19;0,93;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-03-22;1,38;;50,94;1,18;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-03-29;1,49;;50,83;1,29;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-04-05;1,58;;50,74;1,38;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-04-12;1,42;;50,90;1,22;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-04-19;1,59;;50,73;1,39;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-04-26;1,72;;50,60;1,52;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-05-03;1,74;;50,58;1,54;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-05-10;1,56;;50,76;1,36;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-05-17;1,72;;50,60;1,52;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-05-24;1,79;;50,53;1,59;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-05-31;1,86;;50,46;1,66;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-06-07;2,11;;50,21;1,91;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-06-14;2,14;;50,18;1,94;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-06-21;1,93;;50,39;1,73;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-06-28;1,87;;50,45;1,67;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-07-05;1,71;;50,61;1,51;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-07-12;1,95;;50,37;1,75;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-07-19;2,33;;49,99;2,13;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-07-26;2,49;;49,83;2,29;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-08-02;2,69;;49,63;2,49;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-08-09;2,88;;49,44;2,68;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-08-16;2,91;;49,41;2,71;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-08-23;2,76;;49,56;2,56;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-08-30;2,73;;49,59;2,53;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-09-06;2,87;;49,45;2,67;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-09-13;2,92;;49,40;2,72;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-09-20;3,02;;49,30;2,82;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-09-27;3,08;;49,24;2,88;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-10-04;3,11;;49,21;2,91;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-10-11;3,06;;49,26;2,86;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-10-18;2,91;;49,41;2,71;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-10-25;2,69;;49,63;2,49;52,12;52,32;1982
110060143;VI/14 - HANDORF -  ;1982-11-01;2,58;;49,74;2,38;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1982-11-08;2,38;;49,94;2,18;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1982-11-15;2,33;;49,99;2,13;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1982-11-22;1,71;;50,61;1,51;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1982-11-29;1,59;;50,73;1,39;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1982-12-06;1,59;;50,73;1,39;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1982-12-13;1,32;;51,00;1,12;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1982-12-20;1,22;;51,10;1,02;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1982-12-27;1,31;;51,01;1,11;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-01-03;1,17;;51,15;0,97;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-01-10;1,20;;51,12;1,00;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-01-17;1,14;;51,18;0,94;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-01-24;1,21;;51,11;1,01;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-01-31;1,19;;51,13;0,99;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-02-07;0,97;;51,35;0,77;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-02-14;1,31;;51,01;1,11;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-02-21;1,44;;50,88;1,24;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-02-28;1,32;;51,00;1,12;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-03-07;1,37;;50,95;1,17;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-03-14;1,49;;50,83;1,29;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-03-21;1,26;;51,06;1,06;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-03-28;1,07;;51,25;0,87;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-04-04;1,32;;51,00;1,12;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-04-11;1,17;;51,15;0,97;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-04-18;1,31;;51,01;1,11;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-04-25;1,49;;50,83;1,29;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-05-02;1,13;;51,19;0,93;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-05-09;1,11;;51,21;0,91;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-05-16;1,34;;50,98;1,14;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-05-23;1,30;;51,02;1,10;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-05-30;1,10;;51,22;0,90;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-06-06;1,43;;50,89;1,23;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-06-13;1,76;;50,56;1,56;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-06-20;1,92;;50,40;1,72;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-06-27;2,06;;50,26;1,86;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-07-04;2,11;;50,21;1,91;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-07-11;2,23;;50,09;2,03;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-07-18;2,43;;49,89;2,23;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-07-25;2,57;;49,75;2,37;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-08-01;2,74;;49,58;2,54;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-08-08;2,83;;49,49;2,63;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-08-15;2,89;;49,43;2,69;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-08-22;2,97;;49,35;2,77;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-08-29;3,09;;49,23;2,89;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-09-05;3,17;;49,15;2,97;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-09-12;3,21;;49,11;3,01;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-09-19;3,20;;49,12;3,00;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-09-26;3,18;;49,14;2,98;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-10-03;3,23;;49,09;3,03;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-10-10;3,27;;49,05;3,07;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-10-17;3,29;;49,03;3,09;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-10-24;3,24;;49,08;3,04;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-10-31;3,21;;49,11;3,01;52,12;52,32;1983
110060143;VI/14 - HANDORF -  ;1983-11-07;3,17;;49,15;2,97;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1983-11-14;3,19;;49,13;2,99;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1983-11-21;3,11;;49,21;2,91;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1983-11-28;2,99;;49,33;2,79;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1983-12-05;2,68;;49,64;2,48;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1983-12-12;2,11;;50,21;1,91;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1983-12-19;2,15;;50,17;1,95;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1983-12-26;1,64;;50,68;1,44;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-01-02;1,37;;50,95;1,17;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-01-09;1,06;;51,26;0,86;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-01-16;1,09;;51,23;0,89;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-01-23;1,18;;51,14;0,98;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-01-30;0,93;;51,39;0,73;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-02-06;0,76;;51,56;0,56;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-02-13;1,12;;51,20;0,92;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-02-20;1,41;;50,91;1,21;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-02-27;1,37;;50,95;1,17;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-03-05;1,33;;50,99;1,13;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-03-12;1,46;;50,86;1,26;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-03-19;1,59;;50,73;1,39;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-03-26;1,66;;50,66;1,46;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-04-02;1,58;;50,74;1,38;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-04-09;1,64;;50,68;1,44;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-04-16;1,71;;50,61;1,51;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-04-23;1,84;;50,48;1,64;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-04-30;1,91;;50,41;1,71;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-05-07;1,69;;50,63;1,49;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-05-14;1,72;;50,60;1,52;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-05-21;1,61;;50,71;1,41;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-05-28;1,25;;51,07;1,05;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-06-04;1,17;;51,15;0,97;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-06-11;1,48;;50,84;1,28;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-06-18;1,69;;50,63;1,49;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-06-25;1,84;;50,48;1,64;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-07-02;1,96;;50,36;1,76;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-07-09;2,06;;50,26;1,86;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-07-16;1,99;;50,33;1,79;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-07-23;1,87;;50,45;1,67;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-07-30;2,06;;50,26;1,86;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-08-06;1,97;;50,35;1,77;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-08-13;2,11;;50,21;1,91;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-08-20;2,29;;50,03;2,09;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-08-27;2,41;;49,91;2,21;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-09-03;2,49;;49,83;2,29;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-09-10;1,91;;50,41;1,71;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-09-17;1,66;;50,66;1,46;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-09-24;1,64;;50,68;1,44;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-10-01;1,18;;51,14;0,98;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-10-08;1,27;;51,05;1,07;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-10-15;1,38;;50,94;1,18;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-10-22;1,32;;51,00;1,12;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-10-29;1,20;;51,12;1,00;52,12;52,32;1984
110060143;VI/14 - HANDORF -  ;1984-11-05;1,38;;50,94;1,18;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1984-11-12;1,45;;50,87;1,25;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1984-11-19;1,52;;50,80;1,32;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1984-11-26;1,13;;51,19;0,93;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1984-12-03;1,34;;50,98;1,14;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1984-12-10;1,42;;50,90;1,22;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1984-12-17;1,39;;50,93;1,19;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1984-12-24;1,27;;51,05;1,07;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1984-12-31;1,18;;51,14;0,98;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-01-07;1,39;;50,93;1,19;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-01-14;1,53;;50,79;1,33;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-01-21;1,57;;50,75;1,37;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-01-28;1,08;;51,24;0,88;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-02-04;1,17;;51,15;0,97;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-02-11;1,24;;51,08;1,04;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-02-18;1,72;;50,60;1,52;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-02-25;1,81;;50,51;1,61;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-03-04;1,64;;50,68;1,44;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-03-11;1,43;;50,89;1,23;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-03-18;1,49;;50,83;1,29;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-03-25;1,45;;50,87;1,25;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-04-01;1,12;;51,20;0,92;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-04-08;1,19;;51,13;0,99;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-04-15;1,13;;51,19;0,93;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-04-22;1,46;;50,86;1,26;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-04-29;1,44;;50,88;1,24;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-05-06;1,51;;50,81;1,31;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-05-13;1,65;;50,67;1,45;52,12;52,32;1985
110060143;VI/14 - HANDORF -  ;1985-05-20;1,73;;50,59;1,53;52,12;52,32;1985
